1311,[ 0.91466228  0.08533772]
1313,[ 0.33012371  0.66987629]
1340,[ 0.78050939  0.21949061]
1342,[ 0.07655068  0.92344932]
1349,[ 0.06444933  0.93555067]
1352,[ 0.8056689  0.1943311]
1353,[ 0.69195706  0.30804294]
1357,[ 0.96051801  0.03948199]
1363,[ 0.69883581  0.30116419]
1365,[ 0.6702337  0.3297663]
1377,[ 0.98732918  0.01267082]
1381,[ 0.17006816  0.82993184]
1390,[ 0.80204669  0.19795331]
1391,[ 0.88612821  0.11387179]
1393,[ 0.24451121  0.75548879]
1394,[ 0.47164076  0.52835924]
1399,[ 0.91884736  0.08115264]
1405,[ 0.63284643  0.36715357]
1409,[ 0.8686109  0.1313891]
1413,[ 0.03826683  0.96173317]
1422,[ 0.89366703  0.10633297]
1427,[ 0.83638666  0.16361334]
1442,[ 0.68253889  0.31746111]
1446,[ 0.96539915  0.03460085]
1451,[ 0.90750131  0.09249869]
1458,[ 0.29161926  0.70838074]
1469,[ 0.45156254  0.54843746]
1472,[ 0.85790857  0.14209143]
1476,[ 0.88825271  0.11174729]
1486,[ 0.16856189  0.83143811]
1489,[ 0.31545392  0.68454608]
1496,[ 0.76716563  0.23283437]
1500,[ 0.71382045  0.28617955]
1502,[ 0.34304562  0.65695438]
1520,[ 0.98663267  0.01336733]
1541,[ 0.05017369  0.94982631]
1556,[ 0.78634007  0.21365993]
1575,[ 0.8314243  0.1685757]
1576,[ 0.22518008  0.77481992]
1587,[ 0.42870007  0.57129993]
1597,[ 0.02940034  0.97059966]
1600,[ 0.33602252  0.66397748]
1614,[ 0.1112105  0.8887895]
1618,[ 0.85318046  0.14681954]
1621,[ 0.41996303  0.58003697]
1625,[ 0.79868763  0.20131237]
1632,[ 0.67754263  0.32245737]
1637,[ 0.81196609  0.18803391]
1645,[ 0.03206341  0.96793659]
1647,[ 0.77397473  0.22602527]
1650,[ 0.06951067  0.93048933]
1660,[ 0.31976798  0.68023202]
1686,[ 0.4645248  0.5354752]
1687,[ 0.36480172  0.63519828]
1701,[ 0.44409024  0.55590976]
1714,[ 0.37145234  0.62854766]
1728,[ 0.05397367  0.94602633]
1738,[ 0.370497  0.629503]
1756,[ 0.33420725  0.66579275]
1769,[ 0.83803445  0.16196555]
1783,[ 0.85893764  0.14106236]
1785,[ 0.04474986  0.95525014]
1796,[ 0.81313279  0.18686721]
1807,[ 0.90150126  0.09849874]
1812,[ 0.09221029  0.90778971]
1815,[ 0.226887  0.773113]
1822,[ 0.88667592  0.11332408]
1823,[ 0.10246351  0.89753649]
1827,[ 0.91106992  0.08893008]
1863,[ 0.65005333  0.34994667]
1871,[ 0.03382612  0.96617388]
1901,[ 0.02722161  0.97277839]
1909,[ 0.02088005  0.97911995]
1918,[ 0.01947138  0.98052862]
1928,[ 0.05290577  0.94709423]
1936,[ 0.10992772  0.89007228]
1939,[ 0.05441389  0.94558611]
1943,[ 0.89323258  0.10676742]
1953,[ 0.76985177  0.23014823]
1956,[ 0.73967582  0.26032418]
1966,[ 0.21881773  0.78118227]
1968,[ 0.72399296  0.27600704]
1971,[ 0.09811438  0.90188562]
1975,[ 0.72791899  0.27208101]
1996,[ 0.06281161  0.93718839]
2028,[ 0.89209781  0.10790219]
2062,[ 0.32573963  0.67426037]
2063,[ 0.91845251  0.08154749]
2064,[ 0.26249417  0.73750583]
2070,[ 0.80103668  0.19896332]
2072,[ 0.94745662  0.05254338]
2089,[ 0.612909  0.387091]
2090,[ 0.91285851  0.08714149]
2093,[ 0.97425171  0.02574829]
2098,[ 0.33401852  0.66598148]
2099,[ 0.68635174  0.31364826]
2107,[ 0.695167  0.304833]
2108,[ 0.6867398  0.3132602]
2117,[ 0.3756132  0.6243868]
2121,[ 0.36740962  0.63259038]
2134,[ 0.26944031  0.73055969]
2135,[ 0.65145222  0.34854778]
2158,[ 0.10708968  0.89291032]
2159,[ 0.06549028  0.93450972]
2160,[ 0.85803476  0.14196524]
2177,[ 0.09417208  0.90582792]
2188,[ 0.54863059  0.45136941]
2189,[ 0.94308119  0.05691881]
2203,[ 0.77926416  0.22073584]
2247,[ 0.12911462  0.87088538]
2253,[ 0.71548139  0.28451861]
2262,[ 0.34915774  0.65084226]
2266,[ 0.4732286  0.5267714]
2271,[ 0.87666292  0.12333708]
2274,[ 0.04568678  0.95431322]
2279,[ 0.83741056  0.16258944]
2290,[ 0.48047701  0.51952299]
2302,[ 0.2821136  0.7178864]
2304,[ 0.93400752  0.06599248]
2312,[ 0.28251109  0.71748891]
2316,[ 0.71520623  0.28479377]
2318,[ 0.06165365  0.93834635]
2323,[ 0.03445205  0.96554795]
2327,[ 0.06466619  0.93533381]
2333,[ 0.95232927  0.04767073]
2338,[ 0.03445205  0.96554795]
2339,[ 0.81164844  0.18835156]
2347,[ 0.44313126  0.55686874]
2351,[ 0.34068764  0.65931236]
2355,[ 0.79808103  0.20191897]
2365,[ 0.06281161  0.93718839]
2367,[ 0.97214677  0.02785323]
2385,[ 0.87131463  0.12868537]
2389,[ 0.52781831  0.47218169]
2390,[ 0.44123189  0.55876811]
2393,[ 0.88348224  0.11651776]
2396,[ 0.74070802  0.25929198]
2404,[ 0.06790518  0.93209482]
2406,[ 0.05209513  0.94790487]
2407,[ 0.25165466  0.74834534]
2426,[ 0.32017895  0.67982105]
2435,[ 0.95528216  0.04471784]
2463,[ 0.2127303  0.7872697]
2466,[ 0.6246085  0.3753915]
2469,[ 0.80264926  0.19735074]
2472,[ 0.89119208  0.10880792]
2482,[ 0.83431152  0.16568848]
2498,[ 0.09844607  0.90155393]
2501,[ 0.33382128  0.66617872]
2506,[ 0.56066735  0.43933265]
2513,[ 0.0764066  0.9235934]
2516,[ 0.85908406  0.14091594]
2518,[ 0.34298764  0.65701236]
2536,[ 0.83516012  0.16483988]
2541,[ 0.19909506  0.80090494]
2553,[ 0.1214866  0.8785134]
2565,[ 0.69178117  0.30821883]
2571,[ 0.88303733  0.11696267]
2572,[ 0.9675454  0.0324546]
2574,[ 0.80680129  0.19319871]
2577,[ 0.24996152  0.75003848]
2592,[ 0.92894747  0.07105253]
2596,[ 0.57486212  0.42513788]
2600,[ 0.09478125  0.90521875]
2601,[ 0.66167925  0.33832075]
2602,[ 0.58211785  0.41788215]
2606,[ 0.89960155  0.10039845]
2609,[ 0.06281161  0.93718839]
2612,[ 0.75257151  0.24742849]
2620,[ 0.01923821  0.98076179]
2635,[ 0.70717895  0.29282105]
2640,[ 0.25445641  0.74554359]
2642,[ 0.8539243  0.1460757]
2653,[ 0.17748758  0.82251242]
2654,[ 0.09582816  0.90417184]
2667,[ 0.6895744  0.3104256]
2676,[ 0.92922055  0.07077945]
2679,[ 0.92053872  0.07946128]
2690,[ 0.31891423  0.68108577]
2693,[ 0.90975449  0.09024551]
2706,[ 0.85877577  0.14122423]
2711,[ 0.26805259  0.73194741]
2712,[ 0.58341386  0.41658614]
2715,[ 0.96544476  0.03455524]
2722,[ 0.01923821  0.98076179]
2723,[ 0.71675739  0.28324261]
2728,[ 0.83713988  0.16286012]
2733,[ 0.86404378  0.13595622]
2736,[ 0.05456806  0.94543194]
2742,[ 0.03870366  0.96129634]
2744,[ 0.4070332  0.5929668]
2747,[ 0.78579078  0.21420922]
2748,[ 0.78353553  0.21646447]
2749,[ 0.5439605  0.4560395]
2753,[ 0.07122954  0.92877046]
2756,[ 0.9279985  0.0720015]
2765,[ 0.53803318  0.46196682]
2798,[ 0.90117397  0.09882603]
2806,[ 0.03382874  0.96617126]
2814,[ 0.08507629  0.91492371]
2815,[ 0.77990776  0.22009224]
2817,[ 0.02724456  0.97275544]
2824,[ 0.02100479  0.97899521]
2828,[ 0.48557915  0.51442085]
2850,[ 0.07499196  0.92500804]
2854,[ 0.41407565  0.58592435]
2862,[ 0.96955585  0.03044415]
2874,[ 0.62987806  0.37012194]
2881,[ 0.85920249  0.14079751]
2902,[ 0.08896466  0.91103534]
2906,[ 0.05783282  0.94216718]
2910,[ 0.33333849  0.66666151]
2912,[ 0.79886737  0.20113263]
2931,[ 0.04190958  0.95809042]
2932,[ 0.06061842  0.93938158]
2936,[ 0.80254969  0.19745031]
2948,[ 0.89985064  0.10014936]
2965,[ 0.02781939  0.97218061]
2970,[ 0.5063579  0.4936421]
2975,[ 0.07002259  0.92997741]
2977,[ 0.21694725  0.78305275]
2983,[ 0.19047196  0.80952804]
2994,[ 0.51140592  0.48859408]
3002,[ 0.77356573  0.22643427]
3008,[ 0.68030033  0.31969967]
3009,[ 0.04492099  0.95507901]
3017,[ 0.91290278  0.08709722]
3018,[ 0.81443225  0.18556775]
3019,[ 0.77408011  0.22591989]
3021,[ 0.085053  0.914947]
3068,[ 0.43489941  0.56510059]
3074,[ 0.23023107  0.76976893]
3100,[ 0.79492213  0.20507787]
3102,[ 0.61917511  0.38082489]
3111,[ 0.51656126  0.48343874]
3112,[ 0.21429808  0.78570192]
3152,[ 0.62991499  0.37008501]
3161,[ 0.45042084  0.54957916]
3166,[ 0.25314873  0.74685127]
3171,[ 0.15284454  0.84715546]
3193,[ 0.96298192  0.03701808]
3214,[ 0.13685572  0.86314428]
3250,[ 0.95988865  0.04011135]
3253,[ 0.53985923  0.46014077]
3254,[ 0.59783427  0.40216573]
3258,[ 0.82193073  0.17806927]
3260,[ 0.99316615  0.00683385]
3284,[ 0.85614337  0.14385663]
3286,[ 0.46413978  0.53586022]
3330,[ 0.51668675  0.48331325]
3331,[ 0.87786314  0.12213686]
3338,[ 0.75881901  0.24118099]
3339,[ 0.93945784  0.06054216]
3349,[ 0.06997299  0.93002701]
3353,[ 0.3343685  0.6656315]
3354,[ 0.04472716  0.95527284]
3355,[ 0.68077986  0.31922014]
3359,[ 0.98139043  0.01860957]
3376,[ 0.08795257  0.91204743]
3388,[ 0.84778176  0.15221824]
3421,[ 0.69905857  0.30094143]
3424,[ 0.58702575  0.41297425]
3425,[ 0.02136724  0.97863276]
3426,[ 0.82887666  0.17112334]
3460,[ 0.18253357  0.81746643]
3483,[ 0.21453575  0.78546425]
3486,[ 0.98974279  0.01025721]
3487,[ 0.05472883  0.94527117]
3496,[ 0.72128587  0.27871413]
3501,[ 0.9515647  0.0484353]
3502,[ 0.81406872  0.18593128]
3510,[ 0.02781939  0.97218061]
3512,[ 0.42530433  0.57469567]
3524,[ 0.06069515  0.93930485]
3539,[ 0.04515672  0.95484328]
3544,[ 0.72880235  0.27119765]
3566,[ 0.83961862  0.16038138]
3586,[ 0.73271565  0.26728435]
3598,[ 0.95503301  0.04496699]
3604,[ 0.95019625  0.04980375]
3606,[ 0.87000318  0.12999682]
3623,[ 0.87565362  0.12434638]
3626,[ 0.02781939  0.97218061]
3634,[ 0.12948931  0.87051069]
3649,[ 0.431209  0.568791]
3652,[ 0.76405629  0.23594371]
3666,[ 0.96066915  0.03933085]
3673,[ 0.17718736  0.82281264]
3689,[ 0.82863589  0.17136411]
3694,[ 0.71324086  0.28675914]
3705,[ 0.88308431  0.11691569]
3714,[ 0.60481371  0.39518629]
3724,[ 0.083365  0.916635]
3734,[ 0.72939917  0.27060083]
3737,[ 0.47292676  0.52707324]
3744,[ 0.15135171  0.84864829]
3760,[ 0.91112087  0.08887913]
3768,[ 0.77642531  0.22357469]
3784,[ 0.6145785  0.3854215]
3785,[ 0.75425705  0.24574295]
3794,[ 0.60080821  0.39919179]
3798,[ 0.63953036  0.36046964]
3802,[ 0.054671  0.945329]
3811,[ 0.41447339  0.58552661]
3829,[ 0.79179976  0.20820024]
3837,[ 0.09672059  0.90327941]
3843,[ 0.67450838  0.32549162]
3867,[ 0.58103321  0.41896679]
3878,[ 0.30694333  0.69305667]
3881,[ 0.71925166  0.28074834]
3887,[ 0.38952924  0.61047076]
3889,[ 0.04789863  0.95210137]
3898,[ 0.46263123  0.53736877]
3914,[ 0.05047099  0.94952901]
3915,[ 0.94585321  0.05414679]
3917,[ 0.03880348  0.96119652]
3925,[ 0.43204257  0.56795743]
3931,[ 0.07463716  0.92536284]
3934,[ 0.62295113  0.37704887]
3935,[ 0.80344616  0.19655384]
3939,[ 0.88828862  0.11171138]
3940,[ 0.06429485  0.93570515]
3956,[ 0.84770366  0.15229634]
3960,[ 0.03670023  0.96329977]
3962,[ 0.82160883  0.17839117]
3972,[ 0.45876786  0.54123214]
3999,[ 0.94037131  0.05962869]
4000,[ 0.07436098  0.92563902]
4001,[ 0.28273223  0.71726777]
4003,[ 0.0605506  0.9394494]
4018,[ 0.08835388  0.91164612]
4025,[ 0.02818377  0.97181623]
4031,[ 0.6401856  0.3598144]
4048,[ 0.18560941  0.81439059]
4077,[ 0.34913622  0.65086378]
4083,[ 0.29232708  0.70767292]
4091,[ 0.11059843  0.88940157]
4093,[ 0.06553393  0.93446607]
4097,[ 0.03258926  0.96741074]
4108,[ 0.03986294  0.96013706]
4111,[ 0.0289726  0.9710274]
4125,[ 0.03677543  0.96322457]
4130,[ 0.05364109  0.94635891]
4133,[ 0.78260609  0.21739391]
4136,[ 0.45105578  0.54894422]
4164,[ 0.14859358  0.85140642]
4169,[ 0.03258926  0.96741074]
4178,[ 0.85628658  0.14371342]
4186,[ 0.52514494  0.47485506]
4192,[ 0.97397689  0.02602311]
4206,[ 0.0597445  0.9402555]
4217,[ 0.62204877  0.37795123]
4227,[ 0.75135232  0.24864768]
4232,[ 0.84959086  0.15040914]
4238,[ 0.48526411  0.51473589]
4249,[ 0.98962062  0.01037938]
4256,[ 0.82121656  0.17878344]
4261,[ 0.96570587  0.03429413]
4272,[ 0.7013178  0.2986822]
4306,[ 0.66494415  0.33505585]
4317,[ 0.86264115  0.13735885]
4319,[ 0.88944555  0.11055445]
4325,[ 0.97486724  0.02513276]
4331,[ 0.88749685  0.11250315]
4344,[ 0.57937609  0.42062391]
4348,[ 0.21174786  0.78825214]
4369,[ 0.98021223  0.01978777]
4373,[ 0.86444972  0.13555028]
4374,[ 0.90435251  0.09564749]
4377,[ 0.9245276  0.0754724]
4378,[ 0.03729947  0.96270053]
4383,[ 0.91934744  0.08065256]
4397,[ 0.96951611  0.03048389]
4405,[ 0.94723554  0.05276446]
4409,[ 0.7155848  0.2844152]
4410,[ 0.74506233  0.25493767]
4420,[ 0.70068824  0.29931176]
4423,[ 0.96686397  0.03313603]
4437,[ 0.90524862  0.09475138]
4440,[ 0.90511108  0.09488892]
4447,[ 0.61049795  0.38950205]
4451,[ 0.06159874  0.93840126]
4456,[ 0.53699133  0.46300867]
4457,[ 0.02213408  0.97786592]
4466,[ 0.93295546  0.06704454]
4468,[ 0.72184939  0.27815061]
4470,[ 0.72878333  0.27121667]
4474,[ 0.15996908  0.84003092]
4483,[ 0.65919716  0.34080284]
4486,[ 0.59092439  0.40907561]
4487,[ 0.11050211  0.88949789]
4512,[ 0.1999608  0.8000392]
4530,[ 0.68682827  0.31317173]
4533,[ 0.8080662  0.1919338]
4538,[ 0.03073123  0.96926877]
4555,[ 0.19523331  0.80476669]
4559,[ 0.39270595  0.60729405]
4561,[ 0.68114197  0.31885803]
4587,[ 0.62807887  0.37192113]
4593,[ 0.02112615  0.97887385]
4595,[ 0.95152899  0.04847101]
4598,[ 0.89457592  0.10542408]
4600,[ 0.97484865  0.02515135]
4604,[ 0.96648195  0.03351805]
4616,[ 0.71849376  0.28150624]
4624,[ 0.27583449  0.72416551]
4625,[ 0.86804029  0.13195971]
4651,[ 0.40880094  0.59119906]
4660,[ 0.80573009  0.19426991]
4667,[ 0.07436948  0.92563052]
4670,[ 0.3553719  0.6446281]
4671,[ 0.20583084  0.79416916]
4676,[ 0.96182711  0.03817289]
4692,[ 0.16939076  0.83060924]
4714,[ 0.09915811  0.90084189]
4728,[ 0.08179976  0.91820024]
4742,[ 0.04065371  0.95934629]
4743,[ 0.05247504  0.94752496]
4748,[ 0.75637307  0.24362693]
4759,[ 0.47666965  0.52333035]
4765,[ 0.75222378  0.24777622]
4770,[ 0.67176591  0.32823409]
4777,[ 0.94777433  0.05222567]
4781,[ 0.08710943  0.91289057]
4785,[ 0.35788862  0.64211138]
4789,[ 0.03347981  0.96652019]
4792,[ 0.10477743  0.89522257]
4796,[ 0.95590708  0.04409292]
4802,[ 0.69786161  0.30213839]
4817,[ 0.75086948  0.24913052]
4818,[ 0.18289704  0.81710296]
4823,[ 0.04396495  0.95603505]
4827,[ 0.47607963  0.52392037]
4837,[ 0.03414399  0.96585601]
4838,[ 0.29316577  0.70683423]
4861,[ 0.08227548  0.91772452]
4875,[ 0.03274287  0.96725713]
4887,[ 0.22227826  0.77772174]
4898,[ 0.94880237  0.05119763]
4937,[ 0.85659235  0.14340765]
4952,[ 0.82670496  0.17329504]
4954,[ 0.24799272  0.75200728]
4998,[ 0.66033437  0.33966563]
5008,[ 0.63405003  0.36594997]
5009,[ 0.85075266  0.14924734]
5028,[ 0.20134556  0.79865444]
5046,[ 0.22376393  0.77623607]
5058,[ 0.83522315  0.16477685]
5059,[ 0.93067081  0.06932919]
5061,[ 0.04509171  0.95490829]
5062,[ 0.66373223  0.33626777]
5067,[ 0.92292285  0.07707715]
5072,[ 0.86686453  0.13313547]
5081,[ 0.31612221  0.68387779]
5084,[ 0.95116703  0.04883297]
5101,[ 0.64619214  0.35380786]
5103,[ 0.20499435  0.79500565]
5120,[ 0.06401431  0.93598569]
5126,[ 0.24662804  0.75337196]
5137,[ 0.06475274  0.93524726]
5139,[ 0.55561114  0.44438886]
5146,[ 0.040799  0.959201]
5149,[ 0.85623709  0.14376291]
5162,[ 0.09843149  0.90156851]
5166,[ 0.19406327  0.80593673]
5177,[ 0.88366946  0.11633054]
5181,[ 0.85521658  0.14478342]
5187,[ 0.98307702  0.01692298]
5190,[ 0.03702195  0.96297805]
5194,[ 0.29049422  0.70950578]
5205,[ 0.62345406  0.37654594]
5207,[ 0.93899423  0.06100577]
5211,[ 0.70795847  0.29204153]
5215,[ 0.86930475  0.13069525]
5229,[ 0.16510422  0.83489578]
5230,[ 0.04060138  0.95939862]
5245,[ 0.39860696  0.60139304]
5256,[ 0.13308005  0.86691995]
5268,[ 0.42660038  0.57339962]
5274,[ 0.05170843  0.94829157]
5276,[ 0.93985509  0.06014491]
5277,[ 0.12729721  0.87270279]
5285,[ 0.73534903  0.26465097]
5287,[ 0.23763391  0.76236609]
5309,[ 0.42968417  0.57031583]
5311,[ 0.87995492  0.12004508]
5326,[ 0.77555584  0.22444416]
5333,[ 0.24618772  0.75381228]
5348,[ 0.17577052  0.82422948]
5351,[ 0.53904437  0.46095563]
5357,[ 0.87699736  0.12300264]
5361,[ 0.11323389  0.88676611]
5371,[ 0.8999722  0.1000278]
5384,[ 0.63507056  0.36492944]
5387,[ 0.0920443  0.9079557]
5393,[ 0.98781245  0.01218755]
5396,[ 0.76956799  0.23043201]
5423,[ 0.09702731  0.90297269]
5438,[ 0.95475586  0.04524414]
5447,[ 0.3243024  0.6756976]
5456,[ 0.7028898  0.2971102]
5461,[ 0.93237578  0.06762422]
5479,[ 0.7239959  0.2760041]
5489,[ 0.19802397  0.80197603]
5490,[ 0.10376894  0.89623106]
5493,[ 0.97641287  0.02358713]
5500,[ 0.07556047  0.92443953]
5508,[ 0.74466213  0.25533787]
5510,[ 0.02867713  0.97132287]
5519,[ 0.36882445  0.63117555]
5538,[ 0.45293219  0.54706781]
5546,[ 0.62594709  0.37405291]
5548,[ 0.03416833  0.96583167]
5557,[ 0.09988313  0.90011687]
5558,[ 0.03656562  0.96343438]
5569,[ 0.18382631  0.81617369]
5591,[ 0.27076355  0.72923645]
5608,[ 0.45335767  0.54664233]
5609,[ 0.64591609  0.35408391]
5614,[ 0.16658926  0.83341074]
5621,[ 0.29252645  0.70747355]
5623,[ 0.05181026  0.94818974]
5625,[ 0.07820581  0.92179419]
5642,[ 0.7034891  0.2965109]
5666,[ 0.04657826  0.95342174]
5667,[ 0.03709618  0.96290382]
5673,[ 0.1449023  0.8550977]
5685,[ 0.18057776  0.81942224]
5689,[ 0.86612307  0.13387693]
5702,[ 0.28564696  0.71435304]
5716,[ 0.73557722  0.26442278]
5727,[ 0.79807045  0.20192955]
5729,[ 0.15187948  0.84812052]
5742,[ 0.03789744  0.96210256]
5743,[ 0.69596668  0.30403332]
5750,[ 0.09886883  0.90113117]
5752,[ 0.10173529  0.89826471]
5761,[ 0.20981743  0.79018257]
5762,[ 0.06562545  0.93437455]
5768,[ 0.08814956  0.91185044]
5777,[ 0.0596965  0.9403035]
5781,[ 0.2769872  0.7230128]
5785,[ 0.87790798  0.12209202]
5792,[ 0.9714688  0.0285312]
5793,[ 0.25962482  0.74037518]
5800,[ 0.04560944  0.95439056]
5813,[ 0.06230189  0.93769811]
5814,[ 0.03558245  0.96441755]
5827,[ 0.07932368  0.92067632]
5841,[ 0.83182056  0.16817944]
5842,[ 0.51387432  0.48612568]
5843,[ 0.21368234  0.78631766]
5857,[ 0.11209615  0.88790385]
5866,[ 0.49687956  0.50312044]
5869,[ 0.08076478  0.91923522]
5870,[ 0.11681407  0.88318593]
5878,[ 0.97616657  0.02383343]
5888,[ 0.43218442  0.56781558]
5892,[ 0.65768969  0.34231031]
5917,[ 0.11964916  0.88035084]
5918,[ 0.75554662  0.24445338]
5924,[ 0.07594626  0.92405374]
5937,[ 0.10788602  0.89211398]
5941,[ 0.6225702  0.3774298]
5947,[ 0.96798031  0.03201969]
5950,[ 0.68934448  0.31065552]
5961,[ 0.08348429  0.91651571]
5963,[ 0.6416161  0.3583839]
5966,[ 0.08737627  0.91262373]
5971,[ 0.05402514  0.94597486]
5986,[ 0.20739877  0.79260123]
5999,[ 0.18168414  0.81831586]
